tweet_id,customer_message,support_response,intent
1007824,"Follow up: Restarted and still happens. Last time was with only Facebook app open in background.","Thanks for getting back with us! Please send us a DM and we can continue looking into this together. https://t.co/GDrqU22YpT",third_party_app_issue
1008525,"why are you guys charging me for an app that i cancelled the subscription for","Take a look at this article for info about managing subscriptions: https://t.co/YKDbvueXrq",purchase_billing
1009310,"You are good stacking money, not updating IOS's. Thanks for ruining my ""premium"" phone.","We'd like to help. What problem are you having?",general_complaint_vague
1010809,"Can’t connect ur website from Turkey and you haven’t done anything yet! What is wrong with you? https://t.co/X1CPv0Z1r9 https://t.co/9HBjqhSyv9","Do you get the same alert when you try to visit the link https://t.co/yQnHDPU4Jx for our Turkish Apple Site?",third_party_app_issue
1011788,"Hey how do I get my iPhone 7 home screen to rotate like on the 7plus #ineedtoknowhowtodoso","Thanks for reaching out to us. Here is a helpful resource: https://t.co/42YQu2SoDY Let us know if you have questions.",how_to_question
101227,"Dear god not again, https://t.co/5Zf0Mnd6SI","We want to make sure your words and texts are coming out as expected. What version of the iOS software do you currently have installed on your device? You can find this in Settings &gt; General &gt; About. Please send a DM with this information so we can better assist. https://t.co/GDrqU22YpT",software_issue
101235,"Since a recent update i’m constantly getting these notifications about my old apple ID /e-mail adress, wich i’ve lost the pw years ago. I allready got a new account and e-mail, but it doesn’t appear anywhere, alltho i can still acces the app store etc..","We'd be happy to look into why that Apple ID is popping up now, and see what we need to do to get it to stop. To get started, can you tell us which iPhone and iOS version you're using? You can find the version by going to Settings &gt; General &gt; About &gt; Version.",account_data_issue
1012350,"phone stolen. It's phenomenal how much other people can make your life difficult #screwed help me!","We're sorry to hear about this. Take a look at this article for steps to take when this happens: https://t.co/fUoKdx4Yut",account_data_issue
101254,"please helpmeni can't sign in icloud account","Having access to your account is important and we're happy to help determine the best options to gain access to your account. Are you receiving an error message when you attempt to log in? DM us and we'll work with you there. https://t.co/GDrqU22YpT",account_data_issue
101257,"I forget account and pasword icloud,","This link can help with a forgotten password: https://t.co/fJnZYmbI9N We'll need to refer you here for further help: https://t.co/UJm15vmMM2 https://t.co/GDrqU22YpT",account_data_issue
101288,"MY PHONE IS UNLOCKED SO WHY CAN'T I VIEW MY NOTIFICATIONS #iOS11 https://t.co/v7o2XNESxl","We'll work together to get you able to view those notifications in no time. What happens when you try to view that notification? Also, what iOS version is running and which iPhone model is this happening on?",software_issue
101295,"As I said I can't recreate the scenario but it happens once every week or so","If that issue happens again, go ahead and reach out to us in DM and let us know more about it then. We'll be happy to help further then. https://t.co/GDrqU22YpT",general_complaint_vague
1012952,"There is no way to control my Spotify other than in the app itself. Please address this","Go ahead and DM us &amp; let us know what version of iOS is installed currently. https://t.co/GDrqU22YpT",general_complaint_vague
101299,"just a heads up here's a glitch. Songs get stuck on the lock screen iOS 11.1.2 iPhone X https://t.co/uycL4Qw6DN","Thank you for reaching out to us. How often has this happened? Does it occur while using cellular data as well as a Wi-Fi connection? Let us know in DM. https://t.co/GDrqU22YpT",software_issue
1012994,"Since I did the new update my phone has been messing around","Join us in DM with more detail about what you're experiencing. We're happy to help! https://t.co/GDrqU22YpT",software_issue
1013010,"Dear ,I'm experiencing less than ideal customer service and awaiting a call back. I have sent msgs privately with no response.","We've gotten your DMs and will continue working with you there. Be on the look out for our response.",general_complaint_vague
1013809,"cell service continually wing dropped on iPhone 6s after iOS 11 upgrade. Using Maps is useless and dangerous. How to fix?","Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT",software_issue
1013817,"I have sent the DM but I’m not very sure on how are you guys gonna help. Feel, I have wasted my money. Don’t force me to go to","We've received your DM. Please look for our response shortly.",general_complaint_vague
1014504,"Does the battery life suck, like the new upgrade screwed my 7?","We can help. Try optimizing your settings for maximum battery life, and DM us if this continues: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT",how_to_question
1014882,"Why is the autocorrect so messed up on this new update","We'd be happy to look into what's going on. Can you tell us more about what's happening?",software_issue
1015687,"I was wondering, does Portrait mode support Slow Sync flash?","We have received your DM. You will be receiving a response from us there shortly.",how_to_question
1016434,"is there going to be a fix on the new update. My iPhone 6 is completely ruined since I updated!! 😡😡😡😡","Hi, can you tell us more about what you've been experiencing? We'll see what we can do to help.",software_issue
1016774,"iPhone 7","Thanks! Let's take a look at this together in DM. https://t.co/GDrqU22YpT",no_actionable_content
1017789,"Also, my Mac Pro (late 2013) makes a really annoying high pitching whining noise. This thing has been a headache since day 1.","We're happy to help. Just to clarify, the computer reboots to a black screen after creating the Windows partition?",hardware_issue
1018850,"I know you want me to get the iPhone 8 or whatever but please stop making my phone freeze because of this update","Let us know some more details in DM. We can help. Which iPhone do you have? https://t.co/GDrqU22YpT",software_issue
1019243,"Hello , each day I will have problems with the #iOS11 update on my #Iphone6, i will twit you. Second day.","We can help! What's going on with your iPhone?",software_issue
1020968,"My home button isn't working good at all while my iPhone is charging. ???????????????????????????????????????????????????","We can help! Tell us which iPhone and iOS version you're using in DM please. https://t.co/GDrqU22YpT",hardware_issue
1020995,"Sorry where should I direct mail !","We'd like to work with you via Twitter's DM system. Here is an invitation to join us there: https://t.co/GDrqU22YpT",how_to_question
1021000,"New iPhone update my broke the volume buttons when phone is locked. Good job with #iOS13","Hi, can you tell us a bit more about what you're experiencing? We'll see what can be done to help.",software_issue
1021110,"does iOS 11 have auto fill credit card info when making a purchase?","Thanks for reaching out us about this. Auto-fill is a feature you would need to turn on in your settings.",how_to_question
1022349,"i still can't even type in my passcode on the lockscreen half the time WHy is this happening","We're here to help! What specifically occurs when attempting to enter your passcode? Let us know via DM. https://t.co/GDrqU22YpT",software_issue
1022957,"No idea when it’s started, but yes i’m running 11.0.3","What's it set to in Settings &gt; Do Not Disturb &gt; Activate? Let us know in DM. https://t.co/GDrqU22YpT",no_actionable_content
1024309,"Natalie, Reston Virginia store went above and beyond today to offer a great experience. Deserved a shout out for tremendous service","Thanks for sharing your story, and we're delighted your visit went well. Please reach out if you need anything in the future.",no_actionable_content
1024348,"which macbook incase from the website fits in the new macbook pro with the touch bar? mine's a 15""","Our Sales Support will be the best ones to answer this question. Reach them by following this link: https://t.co/8yjRd1Xo0i",how_to_question
1026619,"TIM gentleman what happened to my iphone what happens when iOS 11 is installed now ?? https://t.co/bVUjedeum5","We're here to assist. DM us what this message translates to and we'll go from there. DM us here: https://t.co/GDrqU22YpT",how_to_question
1027605,"This iphone update is trash. Fix your glitches","Let us know what you're experiencing and we'll be happy to work with you to have them resolved.",general_complaint_vague
103144,"how do I stop this auto brightness 😩😩 I like my screen dark and it just randomly gets bright","Thanks for reaching out. We know how important it is to control your display brightness, and we're happy to help. Can you tell us which device model and version of software you're using so we can provide the steps for how to adjust this?",how_to_question
103147,"I have an iPhone 7 running iOS 11.1.2","This article provides the steps for how to adjust the brightness on your iPhone 7: https://t.co/QGzyuyr5Ra Let us know if this helps.",no_actionable_content
1031471,"Have just updated to latest iOS, phone is an SE","We’re here to help. Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT",no_actionable_content
103216,"Yo my iPhone just went from 100% to 20% in an hour. https://t.co/MxQ3zvOQXc","Battery life is important, and we can help. To start, tell us the iOS version your iPhone is running, and we’ll take it from there.",hardware_issue
103229,"hi. i received an email about icloud payment from this email account and i'm wondering if it's fake since I domt have any apple decives at the moment so I didn't purchase anything. https://t.co/QHAcj2BpOA","Thanks for taking the time to reach out. We know it's important to be able to identify legitimate emails and we're here to get you pointed in the right direction. You'll want to review this article for help: https://t.co/LNMCdqt6fD",purchase_billing
103242,"On iOS 11, the video player shows a scrubbing speed tip every time I scrub for a while. Useful the 1st / 2nd time, but maybe not the gazillionth time. Is there a way to turn it off?","We’d be glad to look into this with you. Can you start by explaining what app you are using to view the video in DM? These details help us determine where to get started. https://t.co/GDrqU22YpT",how_to_question
1033612,"My iPhone 7 screen has accidentally cracked :( What should I do? Plz help.","We're happy to help. Reach us via DM to check your service options. https://t.co/GDrqU22YpT",hardware_issue
1034569,"Fans were working at full power as well since it wouldn't enter a sleep state when shutting down.","We’re here to help. Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT",hardware_issue
1035572,"I was running 11.0.2. Just upgraded to 11.0.3. Let's see if it fixes the issue.","Sounds like a plan. Keep us posted on how things are going. Reach out via DM if you need more help. https://t.co/GDrqU22YpT",no_actionable_content
1035995,"For the past half hour it’s been plugged in to a charger and playing a YouTube video. Battery’s got 7% less charge in it now. This is a joke","We'd be happy to look into what's going on. Which iPhone and iOS version are you using?",hardware_issue
1037474,"I have a lot of problems with my new iPhone7 Plus and iOS11. My iPhones never sucked so much. My alarm does not work! Update!!","Let's get to the bottom of this. Do you have this issue with all alarms or a certain alarm you've previously set?",software_issue
1037489,"can I have 2 iPhones different numbers same but same iTunes acct on it🤔","Sure! You can use your Apple ID with multiple devices.",how_to_question
1039190,"Received an email saying my AppleID was locked. Seems fine. Looks like a scam? I changed my password, didn’t click on the link","You've come to the right place. Let's take a look together in DM. https://t.co/GDrqU22YpT",account_data_issue
1039384,"Omg this ios update when will you fix it","Hey, we want to know what's going on so that we can help. DM us more details and we'll work together. https://t.co/GDrqU22YpT",software_issue
103939,"Is there a way to save the photos you have on a external hard drive to iCloud?","Thanks for contacting us with this great question about importing photos to iCloud! There are a couple of different ways, so we want to know a bit more, so we'd love to help! DM us which kind of computer you're using and we'll get started. https://t.co/GDrqU22YpT",how_to_question
1040153,"No, as I said in my original tweet, I've tried to update my payment details but the website won't let me and I can't do it on my phone. Keeps declining the new card. Will iTunes Store be able to help with AppleID payment details l update?","The iTunes Store team can help with payment details for your iTunes &amp; App Store account.",purchase_billing
1041399,"Why Do I have to pay for replacement headphones, if the ones I just paid for don’t work, isn’t the price of the phone enough ?","Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT",purchase_billing
1044445,"i seriously have gotten a call about 5 times today from your queens store about how theres a problem with my iCloud","Thank you for letting us know. Look here for more info on identifying and reporting phishing attempts: https://t.co/LNMCdqt6fD",account_data_issue
1046632,"I even tried 's guide for fixing it and it did next to nothing because i already keep my apps/usuage pretty lean.","We'd be happy to help. How often do you charge in one day? Have you been able to implement these tips: https://t.co/bivpdfBNJ6",general_complaint_vague
1047993,"1) How often does the Apple Watch sync with the Activity/Health apps on iPhone? 2) Is there a way to control the frequency?","Great questions! Let us know what iOS version is on the iPhone and watchOS version we are working with.",how_to_question
1048037,"Keyboard expands when I want to type (like normal). But at times will not retract. I cannot see recent texts bc keyboard covers them","We'd like to look into this with you in more detail. Send us a DM using the following link to continue. https://t.co/GDrqU22YpT",software_issue
1049053,"just got an iPod 6th gen And iOS 11 is pretty much glitched out in all possible ways Posting just the one I found interesting https://t.co/VhR1EWgRee","If you're running into issues with your iPod and the way it's responding, we'd like to help you out. Please tell us the exact issue(s) you're experiencing. Also, please let us know what version of the iOS software you currently have installed. https://t.co/GDrqU22YpT",software_issue
1049057,"Tried many times and havent received a code once? Long thing https://t.co/i8j1jfdTZa","Let's work on getting a verification code for you. Is the verification code typically sent to your device? Let us know in DM: https://t.co/GDrqU22YpT",account_data_issue
1049223,"HEY I IMPORTED MY CONCERT VIDEOS TO MY LAPTOP AND NOW THEY ARE GONE WHAT IS THIS MESS","Hello. We'd like to help. DM us and tell us more about your issue. https://t.co/GDrqU22YpT",software_issue
1049925,"My settings https://t.co/8zzUif2C0k","Let's take a look at this for you. Reach out to us in DM https://t.co/GDrqU22YpT",no_actionable_content
1050817,"I have not update my phone since the new iOS came out. Now my phone randomly turns off and deletes things","OK, thank you. We'd like to hear more about this. Please let us know in DM what data is being deleted. https://t.co/GDrqU22YpT",software_issue
1050842,"this new update #sucks! Please fix asap","We're here for you. Please provide us some details of what you're experiencing along with the iOS version you're currently using.",general_complaint_vague
1051960,"Idk if it’s or but you guys need to fix this Snapchat freezing shit ASAP","Help is on the way? Have you tried the steps here: https://t.co/fUZ0NRJxcn Please reply in DM. https://t.co/GDrqU22YpT",third_party_app_issue
105327,"Such rude folks in apple store as if they have done favors by selling iPhone #iPhoneSucks #AppleCareSucks","That's certainly not the experience we want for our customers. DM us with more details and we can proceed from there to get to the bottom of this. https://t.co/GDrqU22YpT",general_complaint_vague
105329,"Why I can’t turn my WiFi button on?","We'd like to help. Please let us know in DM the device you are using, along with the software version it is running to start: https://t.co/GDrqU22YpT",hardware_issue
105357,"Any comment on if restarting to factory settings then downloading all software then loading back up will do anything?","Let's meet in Direct Message to continue. https://t.co/GDrqU22YpT",how_to_question
1053631,". you guys charge me twice for one subscription like why","Our iTunes Store Support team can check into that charge. Reach out at https://t.co/SDIe7UiyJN or https://t.co/TnACmwZbFZ",purchase_billing
105372,"I’ve tried trashing Bluetooth prefs - but this didn’t help. Could you please explain how to run the hardware test?","Absolutely, there are a few steps involved. Are you able to open the article we previously sent? If so, the steps are there. If you have any issue viewing the article send us a DM with the link below and we'll provide them for you. https://t.co/GDrqU22YpT",how_to_question
105397,"How do I clear analytic data from my iPhone? (yes its turned off) but it's being stored anyways. Bad enough your os is 4gb.","We can offer some guidance on this. Use the link below to DM us, and we’ll take it from there. https://t.co/GDrqU22YpT",how_to_question
105401,"Yo - my wifes iPhone 6s drops from 80% battery to 20% in seconds. 5 minutes later it'll be at 5%. You plug it back in and it'll immediately jump back up to 75%. What's up with that?","We'd like to help with this battery issue. Let us know which version of iOS is installed on this phone via DM to get started. We'll go from there. https://t.co/GDrqU22YpT",hardware_issue
105418,"Hi there! How to restore my restriction password on my iPhone? It will be a great help!","We'd be happy to help you with your restrictions password. You can read how to set that up or change it here: https://t.co/eiyAtwvrU1",how_to_question
1055481,"and my screen keeps freezing! WTF not very happy!!","Let's work together on this issues in Direct Message: https://t.co/GDrqU22YpT",software_issue
1059317,"do ya guys know why my google assistant won’t play songs in Apple Music? It says voice actions aren’t available for this app.","Thanks for reaching out. We can look into this with you. Which device are you using? Please reply in DM. https://t.co/GDrqU22YpT",third_party_app_issue
1060551,", these updates? My iPhone 8 keeps freezing and the loud speaker is jacked, missed a flight to Texas today due to this crap! $230 fail","We'd be happy to help. Meet us in DM to work on those issues. https://t.co/GDrqU22YpT",hardware_issue
1061433,"can you tell me why my charger isn’t working?! I’ve only had it a year, so inconvenient","We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT",hardware_issue
1061471,"My ipad sometimes acts weird too. Did help at all?","Hey, if you're experiencing an issue with your iPad, we can help. What's going on, specifically?",no_actionable_content
1061472,"my iphone6 has black glare on top left of my screen n ur service centr ppl r sayin its normal n it happens in evry unit","We're here to help. Send us a DM, and we'll take a closer look at the issue together. https://t.co/GDrqU22YpT",hardware_issue
1062213,"How do I delete/ close an Apple ID/ iCloud account?","We'd need to get you to our Apple ID support over the phones. They can be reached here: https://t.co/UJm15vmMM2",how_to_question
1062381,https://t.co/JioHn8xSE8,"Please DM us and let's check a few things together, if you have her iPhone there and available. https://t.co/GDrqU22YpT",no_actionable_content
1063155,"Thanks Since internet connection erratic &amp; data is very expensive, how to use same download iOS 11 to update 2 iPhones &amp; 1 iPad?","While iTunes will detect previously-downloaded updates that are compatible, each model may require a different download.",how_to_question
1063165,"im trying to start my loan application process for the iPhone x on the Apple store app and it will not let me yet.","Thanks for reaching out. We want to get you taken care of. Please reach out to our Sales team here: https://t.co/8yjRd1Xo0i",purchase_billing
1064951,"can u cancel my apple music subscription bc I can't get in my iPhone and my parents are gonna kill me 🙃","We can help with that. You'll find more info on managing your subscriptions here: https://t.co/YKDbvueXrq.",purchase_billing
1064961,"How is this possible , I have an Apple iPhone charger and an Apple cable ? Why won't it charge ? https://t.co/5dktjIWoLh","We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT",hardware_issue
1065847,"With the new ios my phone run out of battery in just a couple hours","We can offer some suggestions for the battery life. Try these steps here and let us know: https://t.co/bivpdfBNJ6",hardware_issue
1066878,"I keep getting a pop up that says I need to download antivirus from google play, my phone is “infected”. Only on Facebook though.","Great catch! This is a phishing attempt. Arm yourself with how to handle these by checking this out: https://t.co/LNMCdqt6fD",third_party_app_issue
1067793,"It happens when I shut off my iPhone 6S Plus at night, and turn it back on in the mornings.","So the issue is that when you turn the iPhone on in the morning, Messages from earlier appear? Are we getting that right?",no_actionable_content
10682,"Baje la App de la cual es gratuita y me llego un cargo de $18.11 Pesos ¿cuál es el motivo?","We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs",purchase_billing
1068844,"Siri isn’t working properly since iOS 11 it takes to much time to respond and set reminders it’s a nightmare","We'd like to look into this. Send us a DM to continue. https://t.co/GDrqU22YpT",software_issue
1068886,"hi there I can’t restore my iPhone 6 on iTunes I get a error message","Hello there. The following article has some helpful steps to follow: https://t.co/HLE0hfPneP If you need more help, let us know.",software_issue
1069919,"Sadly, if doesn’t get this software issue fixed, I’m jumping to the note 8. My battery won’t last even 7 hours. 😢","We'd be glad to work with you to figure out what's happening. Let's start with these steps: https://t.co/BGb00taxed",hardware_issue
1069923,"I feel like I’m running on an android device from 2012. Everyone I know who has an iPhone 7 or older is having these issues. FRUSTRATING!","Thanks for checking out the tips on maximizing battery life. Since this doesn't help in your case, DM us: https://t.co/GDrqU22YpT",general_complaint_vague
1070164,"Why is the Iphone 8 rated with IP67 if it isnt fully water proof? I thought IP67 meant its fully waterproof...","To learn more about water resistance with the iPhone 8, take a look at this: https://t.co/7BYhy7G38U",how_to_question
1070197,"iOS 11.0.3 It’ll drop out &amp; reconnect after a little while. Phone has been restarted but continues to drop Bluetooth connection on calls","What's your car's make and model? Let us know in DM: https://t.co/GDrqU22YpT",software_issue
1071779,"im using ipad air2. in the new update. Everytime i close an app. Homepage forces to be in landscape. Even im in portrait lock","That's not the experience we want you to have. We'll be happy to see how we can help. Which iOS version are you on?",software_issue
1072229,"yeah I still can't get any iOS 11 https://t.co/oQEBg8U4gb","Thanks for reaching back out. From here, let's proceed to DM, and we'll see how we can assist: https://t.co/GDrqU22YpT",software_issue
1072231,"i DID NOT pay £70 for a disk drive that would stop working after like twenty uses wyd","Hi, can you tell us more about what you're experiencing? We'll see what we can do to help.",hardware_issue
1072744,"Saying the episode is unavailable which doesn’t make sense because sometimes it will be an episode I’ve listened to a few minutes before","Please send us a DM so we can gather more information from you. https://t.co/GDrqU22YpT",software_issue
1073847,"I’m saying my phone says: Visual Voicemail is unavailable.","Thank you. We'll be happy to help with this. DM us and we'll get started. https://t.co/GDrqU22YpT",software_issue
1074661,"one is used, it isn't but it won't let me use it as well - how do I fix it?","Please contact us here to get help with your Apple ID: https://t.co/IBIY3vMgPj",account_data_issue
1075456,"It greatly annoys me that I can no longer use my iPhone headset with my MacBookPro","Please give us more information about this issue in DM. https://t.co/GDrqU22YpT",hardware_issue
1077365,"ios 11 fucked up my phone im mad fuck this","We can offer some assistance. To get started, which iPhone are you using and which version of iOS is it running?",general_complaint_vague
1078255,"help I’ve just pocket paid subscription to itv catchup and it won’t let me delete it :/","Let's look into this together. Send us a DM with more information, and we'll go from there. https://t.co/GDrqU22YpT",purchase_billing
1078272,"Every single screen. I press the volume change and it works but doesn't display the levels.","Let's begin by restarting the iPhone. Restart your iPhone: https://t.co/OWRDHWSt4h",software_issue
1078360,"WHY WONT MY APPS DOWNLOAD 😡😡😡","Hi. We'll look at this and help with the downloading issue. Are you downloading via Wi-Fi? What's the device &amp; OS version?",software_issue
1079156,"Gibts eine Möglichkeit, dass diese 3 Tastaturen nicht mehr angezeigt werden? Das ist so nervig 😩😫😭 :( https://t.co/L3RrKFuwqW","We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",how_to_question
1079180,Yessss,"Follow up with us in DM. Tell us the version of iOS you're running there. We'll take a deeper look and get if fixed for you. https://t.co/GDrqU22YpT",no_actionable_content
1080408,"iOS 11.0.3 (15A432)","Great, please join us in DM to continue. Once there, please let us know which iPhone model you have that's affected. https://t.co/GDrqU22YpT",no_actionable_content
1080409,"it would be helpful if your new iPhones without a headphone jack would connect to my Bluetooth headphones","If you are having trouble with your Bluetooth connection, we're here to help! Let us know what happens when you try to connect.",software_issue
1080434,"How are u suppose to see all episode from the podcast ? It use to be a list of all the episodes? https://t.co/laKaofQAzF","What happens when you try to scroll down? Do you see more information or a link to all of the currently available episodes?",how_to_question
1080451,"Thank you","You are most welcome. If there is anything we can do to assist you in the future, please don't hesitate to reach back out.",no_actionable_content
1082982,"know about #Files app crashing? I just tried to open saved pdf. Every time it crashes. #Fixit","We're here to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT",software_issue
1082988,"hey I couldn’t find how to unsubscribe from an app and now I ve been charged. Please help since I didn’t want to pay for it","We understand and would be happy to look into this with you! Please contact our iTunes Support team at: https://t.co/SDIe7UiyJN",purchase_billing
1083277,"Hi How do I get a refund? I purchase a recharge gem at but it never went through and the amount has been ...","We have a dedicated billing team who can help you look at this. Get in touch with them online here: https://t.co/SDIe7UiyJN",purchase_billing
1084001,"iphone 6s - 11.0.3 Parmak izi tanımama, ekran dokunmatiği görmüyor, birini aramak istediğimde iki kere tıklıyorum.Çözün lütfen","We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",hardware_issue
1085225,"hey, is there any way too see if the battery of my iPhone is bad? Like a test o something like that","Hey there. If you tap Settings &gt; Battery, do you see an alert at the top as referenced here? https://t.co/KyywFa9iZ3",how_to_question
1085242,"have you seen that before? It’s totally evening I promise https://t.co/LKyLIScRSX","Have you checked your Date/Time and location settings yet? Let us know.",software_issue
1086099,"after the new version 11.0.3, i can not shop from the app store. 😈 how long do we have to wait for something improve.","You're in the right place; we'll do everything we can to help. To get started, connect with us in DM: https://t.co/GDrqU22YpT",software_issue
1088881,"I recently switched from a single plan to a family plan with my fiance. All I can figure is that it only comes up under his now.","That is entirely possible. Family plans function differently with each carrier.",account_data_issue
1089872,"I have an iphone 6s and upgraded to ios 11.0.3. Every app (including apple apps) are buggy and lagging. Will this be fixed?","We want to help. Reach out via DM using the link below. https://t.co/GDrqU22YpT",software_issue
109045,"why have you taken my Apple subscription twice within two days?","We can help out. We'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN",purchase_billing
1090505,"Hey why do videos I took on my phone need to buffer or fail to play? Shit don’t add up","Certainly doesn't add up. Let's figure this out. Are they failing when playing from the original iPhone? Any errors received?",software_issue
1092491,"how is it that I get my headphones repaired by you &amp; less than a month later, I have the same issue? Unacceptable.","Let’s get you pointed in the right direction. Our team will take it from here.",hardware_issue
1092520,"hello 👋🏼! I need assistance. Thank you","We would be glad to help you. Reach out to us in DM with more information. https://t.co/GDrqU2kzhr",no_actionable_content
1095146,"Screen of new MacBook Pro turned black and no availabilities in all Paris Apple Stores this week! Help Please!","We'll be happy to look into this with you. When you say ""no availabilities"" are you referring to Apple Store appointments?",hardware_issue
1095888,"just DM you.","We've received your DM and will continue there.",no_actionable_content
109762,"Google Maps, Snapchat and Instagram gets hanged quite often. I am using the latest iOS update and have already done the diagnostic earlier on my phone, and yes this problem is happening frequently.","Understood! Let's try deleting and reinstalling those applications to see if the issues persist. Here's how: https://t.co/bNH7gNvF9e",third_party_app_issue
1097782,"It was on my wife’s iPhone as a pop up though, does that mean her phone is infected?","Great question. We can take a closer look with you in DM. Send us a DM. https://t.co/GDrqU22YpT",how_to_question
1099680,"you charged me an extra fee for my Spotify Account. I’d like a refund and for Apple to cancel the subscription.","We'd be glad to get you pointed in the right direction for help. Reach out to our iTunes Store team: https://t.co/SDIe7UiyJN",purchase_billing
1100842,"Hi, what’s this at my credit card extra? Why am I charged? Could you please help me? https://t.co/yiE0hUoTgG","Hey there! We're here to help. Is this an email that you received about this charge on your Apple ID account?",purchase_billing
1100845,"Nope. This is a charging on my credit card receipt.","Can you tell us who it says the charge is coming from? Apple or the iTunes &amp; App Store?",purchase_billing
1100847,"I am not sure if I am charged from Apple or iTunes? I’m just searching about the issue. I’ve cancelled my credit card as well. Do you get any complaint about this subject?","If you're not sure whom the charge is coming from, we recommend that you continue to work with your bank. You can also use this link to identify and report phishing emails: https://t.co/LNMCdqt6fD",purchase_billing
1101961,"if I purchased AirPods from Best Buy, can I bring them to Apple Store for tech support? Within 90 days of purchase.","Great question. You're able to bring them into an Apple Retail Store. Learn more about the warranty here: https://t.co/EOBosI9Os0",hardware_issue
1102631,"That seems to have helped, thanks!","Perfect! So glad that we could help get that taken care of for you. Let us know if you ever need anything.",no_actionable_content
1102920,"Yesssssss. It only charges in my computer","Alright, understood. Are you able to use this wall adapter to charge any other devices?",hardware_issue
1103546,"sells some of the shittest chargers. They’re overpriced &amp; they don’t last. If it bends slightly it stops working or the cord unravels","Are you having an issue with an Apple charger now? Let us know in DM. We want to look into it with you. https://t.co/GDrqU22YpT",hardware_issue
