tweet_id,created_at,customer_message,support_response,gold_intent
993352,Sun Oct 22 15:52:01 +0000 2017,everytime I try and log in https://t.co/CR8R9PUmpF,Let's get to the bottom of this together. We'd like to share this guide. Let us know if it helps: https://t.co/yoNhV7Et2A,account_data_issue
1332619,Wed Sep 20 14:10:38 +0000 2017,Twitter does not work on Apple Watch #WatchOs4 #iOS11,We’re glad you reached out! What kind of issue are you having with Twitter on the Apple Watch? Does the app not open?,third_party_app_issue
704489,Thu Nov 23 18:55:29 +0000 2017,I purchased Taylor Swift’s album Reputation and never got an email with a boost code. Any suggestions?,We'd like to get you in touch with our iTunes Store group with this link: https://t.co/SDIe7UiyJN,purchase_billing
1550265,Sat Nov 04 03:12:30 +0000 2017,"Oh, I have the same problem here 😕",We’d like to help. Share with us in DM more info about your device to start: https://t.co/GDrqU22YpT,general_complaint_vague
1143528,Tue Oct 24 13:07:01 +0000 2017,browsing Facebook linked stories - is this a scam? https://t.co/pczQSjUZ8k,We're glad you asked. This does appear to be a phishing attempt. Check this out: https://t.co/LNMCdqt6fD,third_party_app_issue
1143535,Tue Oct 24 17:17:33 +0000 2017,But this card is not issued by a Danish bank. But an American one.,"The link also lists cards for the Unites States, but if you are still getting an error, you'll need to reach out to Bank of America.",purchase_billing
1718463,Tue Oct 17 18:23:00 +0000 2017,OK i will explain in english. My icloud account has been hacked ! And the hacker have lock my MacBook.. can u help me ?,Thanks for explaining! We're definitely glad to look into this with you and help in any way we can. Please DM us to proceed. https://t.co/GDrqU22YpT,account_data_issue
1411748,Sat Oct 28 20:03:31 +0000 2017,No I got it as an accessory for my iPhone 7.,Understood. Please DM us and we will continue from there. https://t.co/GDrqU22YpT,no_actionable_content
2868493,Tue Nov 28 01:22:00 +0000 2017,Hey bring back the show battery percentage settings option I cant eyeball that shit,We value feedback and suggestions. Tell us more here: https://t.co/eTPVYVFyd8,general_complaint_vague
2277727,Sat Nov 11 18:14:24 +0000 2017,why is my mail not working?! Says my password or username is incorrect. I remove the yahoo account and sign in again with no issues... but will not send mail.,We can help with your mail account. Which device is this occurring with? Do you receive an error when sending mail?,account_data_issue
813469,Sun Oct 08 17:06:57 +0000 2017,is there any way to go back to the previous version of iOS? This current version is horrible!,"Great question. Once updated, there is not a way to go back. However, we're happy to help with any issues that you're experiencing.",how_to_question
1712447,Tue Nov 07 02:23:00 +0000 2017,"why when I create playlists nothing saves? I put it in order and it doesn’t save, and songs just disappear. Ffs",We'd like to help out! Are you an Apple Music subscriber? Which iOS version is installed on your device?,software_issue
1957946,Mon Oct 30 19:24:00 +0000 2017,11.0.2,"Thank you for that information. Please go ahead and update to our latest iOS 11.0.3, and DM us if the issue persists. https://t.co/GDrqU22YpT",no_actionable_content
2492404,Wed Nov 15 17:45:03 +0000 2017,"really wants us to all get the new generation of phones so bad, like literally as soon as the 8 came out my phone starting fucking up 🙄","If you're running into issues with your iPhone, we'd like to help you out. Please tell us the exact issue(s) your experiencing. Also, please let us know what version of the iOS software you currently have installed.",general_complaint_vague
375568,Mon Oct 09 02:06:01 +0000 2017,My whole account was deleted,We would like to talk with you further in DM. Please click the following link to get started. https://t.co/GDrqU22YpT,account_data_issue
2534811,Sun Nov 26 20:27:00 +0000 2017,"I am using iTunes on my Windows PC, my iCloud seems to be to small for all my stuff","Thanks for confirming this for us. If you’re unable to restore from an iTunes backup, use this article here for more steps to try: https://t.co/0Yt2YL6ezw Meet us over in DM if the issue persists after these steps. https://t.co/GDrqU22YpT",account_data_issue
941499,Wed Oct 11 03:28:00 +0000 2017,come on Apple what going on here? https://t.co/AdNy3vYily,We want to look into this with you. DM us and we'll continue there. https://t.co/GDrqU22YpT,general_complaint_vague
872755,Mon Oct 09 20:48:29 +0000 2017,my music is all gone because i switched stores,"We're here for you! Send us a DM, and we'll take a look at your missing music together. https://t.co/GDrqU22YpT",account_data_issue
2408610,Tue Nov 14 15:53:01 +0000 2017,I’m going to try to see if I can get recovery mode to activate later tonight but what should I do if it doesn’t?,We'll do everything we can to help get that iPhone restored. Recovery mode is totally going to be your next step. Reach out if you have any issues with that.,how_to_question
243310,Thu Oct 05 14:33:42 +0000 2017,I just want auto brightness to stop,We can make that happen. The setting for that moved in iOS 11. You can read more on that here: https://t.co/bkqEVCrK2l,how_to_question
181432,Sat Nov 25 01:42:51 +0000 2017,. would anyone care to get in touch to sort out the mess called High Sierra after it crashed my Mac? I logged a call for support a week ago and again two days ago and no one bothered to contact me #worstcustomercareever,Let's take a closer look at what's happening together. Please DM us more details here: https://t.co/GDrqU22YpT,software_issue
1640745,Sun Nov 05 23:56:27 +0000 2017,Sooo like when is going to fix this bs symbol-instead-of-a-letter!? Over it.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_issue
1049057,Sat Nov 25 17:33:57 +0000 2017,Tried many times and havent received a code once? Long thing https://t.co/i8j1jfdTZa,Let's work on getting a verification code for you. Is the verification code typically sent to your device? Let us know in DM: https://t.co/GDrqU22YpT,account_data_issue
368766,Sat Oct 07 14:38:30 +0000 2017,"my dad has updated his phone and it said 'deleted iCloud data' - I signed back into his iCloud, but photos aren't there.",Photos are important. Please send us a DM with more details. We'll do our best to help. https://t.co/GDrqU22YpT,account_data_issue
584808,Sun Dec 03 21:33:24 +0000 2017,Second iPhone 8 Plus iOS 11.2,Thank you for this information. It's great that you are up to date. Please DM us how long you've been experiencing this. https://t.co/GDrqU2kzhr,no_actionable_content
873971,Fri Oct 20 20:45:00 +0000 2017,I tried several cables :(. I have an iPhone SE running iOS 11,"Got it. Make sure you've tried everything listed in here, and let us know your results: https://t.co/uqxquyfdn0",hardware_issue
1217554,Wed Oct 25 14:26:53 +0000 2017,at what percentage should i charge my iphone 6,Hi. Charge your iPhone at any percentage. Check out this regarding your Apple lithium-ion battery: https://t.co/cKKGWSxTRk,how_to_question
2833064,Mon Nov 27 14:02:09 +0000 2017,why don’t podcasts show how long they are in new iOS? Annoying!,"We can help. When you click on a podcast in the Podcast app, are you not seeing the length of the podcast? Let us know in DM. https://t.co/GDrqU22YpT",how_to_question
1355445,Fri Oct 27 19:11:35 +0000 2017,this pops up when I click on my order number but it says order in progress https://t.co/oTKCMCqdKf,"Let's reach out to our sales team. You can visit this link and scroll to the bottom to ""Chat Now"": https://t.co/NSXHJ7mLcN",purchase_billing
2414385,Tue Nov 14 17:18:33 +0000 2017,I cannot really believe that to lodge a formal complaint about service and misleading t&amp;c is for me to write a letter and put it in the post. I thought Apple was supposed to be a leading technology company?,We'd be happy to help you however possible with any concerns you may have. Let us know what's going on in Direct Message. https://t.co/GDrqU22YpT,general_complaint_vague
719950,Fri Oct 06 14:30:40 +0000 2017,Customer service in India. They’re just HORRIBLE. #apple #iphone #iphone7plus #batteryissues,Hi there. We'd like to look into this. DM us and we'll go from there. https://t.co/GDrqU22YpT,general_complaint_vague
2008381,Mon Nov 06 20:15:30 +0000 2017,"Yes, and now I'm running 11.2 beta 1. But I have to come back my first comment. The YouTube app is the problem!",Send us a DM. We'll look into this with you from there. https://t.co/GDrqU22YpT,third_party_app_issue
143516,Fri Nov 24 17:53:26 +0000 2017,"baby, my battery will literally go from 100 to 50 in 10 minutes. it's the software not my iphone (6s)",We're happy to look into this further with you. Please DM us. https://t.co/GDrqU22YpT,software_issue
2227095,Fri Nov 10 15:59:35 +0000 2017,Just tried it now and I have 800 photos on my old phone and so far it’s only transferred 200 of them? 😭,We'd like to check on this with you. Have the remaining photos downloaded for you yet?,account_data_issue
1371878,Fri Oct 27 23:56:25 +0000 2017,how can I change this? Whenever I play my music and lock my screen or navigating other apps it looks like this https://t.co/GP6hXFgGtZ,Hello. We want to help. What version of iOS are you currently on?,how_to_question
1938273,Sat Oct 28 02:23:00 +0000 2017,new #podcast app is broken. Now I must fiddle while #distracteddriving to select the next episode of a show.,We'd like to help. Let's work together in DM where we can learn more about the trouble you're running into. https://t.co/GDrqU22YpT,third_party_app_issue
303123,Fri Oct 06 22:10:00 +0000 2017,¿ Qué le pasó al nuevo software de ? ¿ 11.0.2 es horrible !! 😱,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,software_issue
2063210,Fri Oct 06 16:49:26 +0000 2017,all ios 11 updates are fucking up my phone TF !!! This is pissing me off battery drains like water!,We want to make sure you are getting the most out of your battery. Please join us in DM so we can assist. https://t.co/GDrqU2kzhr,software_issue
846959,Fri Oct 20 17:52:09 +0000 2017,I have iOS 11 but the problems were happening with iOS 10. It’s an iPhone 6 Plus. I keep my phone regularly updated too.,"Thank you. Have you completed these steps? If not, give those a try, and DM the result. https://t.co/TpjqFp3jxD https://t.co/GDrqU22YpT",no_actionable_content
816172,Thu Oct 12 20:42:30 +0000 2017,Accused of theft of my own phone by . Wonder if this is part of the new training program.. 🤔,We want to hear about your support experience. DM us some details about what happened. https://t.co/GDrqU22YpT,general_complaint_vague
2116322,Wed Nov 08 13:53:00 +0000 2017,The Burn In on my new iPhone X is bullshit! Can I get a refund and get the 8 Plus???? #notworthit #apple #burntapple,We'd like to learn more about your issues. Please DM us and we'll go from there. https://t.co/GDrqU22YpT,hardware_issue
1178961,Tue Oct 24 21:34:00 +0000 2017,anyone able to assist on chat at all? Been waiting ages - you've billed me for something I haven't got,"We can definitely get you pointed in the right direction. Was something from iTunes, the Online Store, or somewhere else?",purchase_billing
1536240,Sat Nov 04 00:40:32 +0000 2017,"Hey , I am having an issue with the letter ""I"" then a 'space' produces an ""A ?"" or if in an email a 4 block image. Any idea?",We'd love the opportunity to go over some information about that with you. Let's chat in DM. https://t.co/GDrqU22YpT,software_issue
1155247,Tue Oct 24 17:12:15 +0000 2017,does the iPhone 8 have portrait mode,It sure does! Check out this page for feature details of the iPhone 8: https://t.co/hVk4JOhm9G,how_to_question
1761159,Tue Nov 07 20:26:01 +0000 2017,you guys need to get your stuff together your keyboard or whatever it is broken https://t.co/JsFYHOE0yE,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ,software_issue
437404,Tue Oct 10 17:35:35 +0000 2017,"someone just called saying not to use my iMac until I called iCloud support. Uh, what?",Help is here! Join us in DM with additional details and we'll look into this issue: https://t.co/GDrqU22YpT,account_data_issue
359843,Sun Oct 08 16:34:26 +0000 2017,hi guys we are already conversing on DM reg a particular issue. Time coordination is issue. Is someone available now??,We received your DM and have replied there.,no_actionable_content
2728121,Mon Nov 20 14:20:00 +0000 2017,Mon MacBook ne s’allume plus que faire ? C’est mon outil de travail pas sérieux,We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,hardware_issue
582773,Sun Dec 03 15:57:36 +0000 2017,yes. but I purchased on an old Apple ID that was recently hacked and we cannot recover because my parents don't know the password &amp; whoever hacked it changed the email &amp; recovery email. So I'm logged in on my new apple account,App purchases are tied to the Apple ID and not the device. Have you spoken with our Account Security Team? You can reach them here: https://t.co/IBIY3vMgPj,account_data_issue
1805109,Fri Oct 13 19:09:29 +0000 2017,I gave them 3 days to answer and not a word. couldn’t care less about their customers. looks like we are on our way,"Thanks for reaching out. Please shoot us a DM, we'd be glad to answer any questions we can or get you pointed to the right place. https://t.co/GDrqU22YpT",general_complaint_vague
1569659,Sat Nov 04 16:53:25 +0000 2017,it's past 06:00 why can't I join Upgrade programmme?,We're happy to help where we can. Check out this link about joining the Upgrade Program: https://t.co/fqPzy9RZYn,purchase_billing
2234452,Thu Oct 19 16:34:32 +0000 2017,oh i mean im using an iphone 7 now but it truly broke down the moment it is out from the box. :'( i still have my warranty tho.,We want to help you. Please send us a DM with what you're experiencing with your new iPhone 7. https://t.co/GDrqU22YpT,hardware_issue
1773636,Wed Nov 08 03:08:29 +0000 2017,Tf these damn question marks every time I️ use the letter i on I️ phone how to fix ???,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_issue
322664,Sat Oct 07 14:07:04 +0000 2017,unm excuse me. i updated my phone and i had some stick figure drawings on there and they ain’t there anymore so like what the heck,Let's look at this together. Could you tell us which iPhone and iOS version you're using?,account_data_issue
2292797,Sat Nov 11 22:18:48 +0000 2017,"what does it mean when you manually drag n' drop music to an iPod touch, but the songs are just grey with a dotted circle and don't sync no matter what you do? I NEVER had this many problems with the iPod classic. #BringItBack",We want you to be able to enjoy your music; we'll do all we can to help. Are you seeing the dotted circle and gray text in iTunes or on your iPod Touch? Are you an Apple Music member or iTunes Match member?,software_issue
2279573,Sat Nov 11 19:29:26 +0000 2017,"Can you set it to “zoomed"" view (instead of standard). I tried but couldn’t find this option; was it removed? It was an comfort option for my eyes.","Thanks for reaching out. It doesn't look like the iPhone X is a supported device for this feature. To learn more, please click here: https://t.co/kBxzBtGbks If you have anymore questions, feel free to DM us anytime. https://t.co/GDrqU22YpT",how_to_question
820171,Thu Oct 12 22:02:32 +0000 2017,"Yes, and I live in Tampa so it’s a major city with full LTE coverage when I’m not by wireless. It worked perfectly fine until I updated",Got it. Let's complete all the steps listed here: https://t.co/5KootZbxj1. DM the results. https://t.co/GDrqU22YpT,software_issue
1145114,Tue Oct 24 13:36:34 +0000 2017,I keep getting this when I’m playing the 1010 game. Any idea what I should do? Thanks https://t.co/ok78XGV2lT,We'd like to help! Let's try the steps outlined in this article: https://t.co/qr0pQfKgYD,third_party_app_issue
1392450,Sat Oct 28 13:13:00 +0000 2017,iPhone 8 is the WORST phone I’ve ever owned. So disappointed.,We hate to hear that. What's going on with your iPhone 8?,general_complaint_vague
2021955,Mon Nov 06 05:16:50 +0000 2017,"When Apple Watch Series 3 disconnects from Bluetooth to LTE, and there are no WiFi networks, how long should it take?","If you have a concern over the connection speed, we'll be happy to investigate it further. Meet us in DM to discuss. https://t.co/GDrqU22YpT",how_to_question
1763728,Tue Nov 07 21:08:27 +0000 2017,"Alright #iPhone users, what is this nonsense and why am I seeing it everywhere!? https://t.co/sQjIl1NQ8h",Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_issue
2897713,Tue Nov 28 17:24:32 +0000 2017,"Hasn’t worked so far, should I restart my phone and see if it changes?","Yes, you can restart your device to see if it changes. To clarify was this originally turned off?",how_to_question
2952364,Wed Nov 29 18:39:52 +0000 2017,Unfortunately my country isn't listed there but supports some of the band as listed there. What do I do now. I am desperate to buy it.,"We understand your excitement about this. While we can't speculate on which countries will be added to this list, we recommend that you periodically check back to that website to see any updates.",purchase_billing
2141625,Wed Nov 08 22:57:45 +0000 2017,fix this stupid ass update 🙄 can’t even type the letter I️ -.-,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_issue
609287,Tue Oct 03 19:37:29 +0000 2017,how can I update my iCloud Music Library without deleting my entire library off my phone,We'd be happy to point you in the right direction. Which device are you currently using?,how_to_question
1841593,Wed Oct 18 03:06:30 +0000 2017,please fix the iOS battery issue. This sucks!!,"Please DM us the version of iOS you have, your iPhone model, and what country you are in so we can check your service options. https://t.co/GDrqU22YpT",software_issue
1932829,Wed Oct 18 15:32:52 +0000 2017,My iPhone automatically updated and suddenly ThiNGs aReN’T WORking 😱😑 I hate you,We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,software_issue
2369383,Tue Nov 14 00:11:32 +0000 2017,outlook works now! Just downloaded a new office package of version 15.39(171010),We’re happy to see that it’s working as expected for you again after the update. Please let us know if anything else comes up. We’re here for you.,no_actionable_content
2734479,Mon Nov 20 19:28:26 +0000 2017,Love when I’m at the gym and my headphones start shocking me!!!!!!,We’d like to look into this with you. Meet us in DM. We’ll go from there. https://t.co/GDrqU22YpT,hardware_issue
2647354,Fri Nov 17 23:00:35 +0000 2017,Looks like I'll be spending Saturday at the Store. Brand-new MacBook Pro — just two days old — is already kaput. 🙁,We may be able to save a trip. What's happening with your MacBook Pro?,hardware_issue
2132076,Wed Nov 08 20:15:34 +0000 2017,I turned on the cellular data and this happened. any explanation? It's an iPhone 7. I freaked out a little. https://t.co/2e2j4IoQ1K,We can help out. This doesn't happen on a Wi-Fi network? How are you enabling and disabling Wi-Fi?,software_issue
2704998,Sun Nov 19 22:56:27 +0000 2017,why is my phone like this https://t.co/Kh4LzMh8MV,We'll gladly assist. What is the model of your iPhone? DM us here: https://t.co/GDrqU22YpT,general_complaint_vague
2555392,Thu Nov 16 15:54:31 +0000 2017,"Just updated my OS and it’s deleted my entire keychain of passwords, to everything! Jolly good, can’t remember half of them! 🙄",That’s unexpected. Let us know which version of macOS you’re currently running in DM. We’ll continue with you there. https://t.co/GDrqU22YpT,account_data_issue
2313559,Sun Nov 12 23:02:27 +0000 2017,What’s up with the app on the 🍎 TV? any thoughts?,"Thanks for reaching out to us. For help with your Apple TV, use this link here to contact us over the phone: https://t.co/IBIY3vMgPj",third_party_app_issue
1738767,Wed Nov 08 16:17:01 +0000 2017,"Try 2 open watsapp from lock screen , watsapp format gets distorted ..try2 switch off the fone from top button during this ,it doesn’t works",Thanks for letting us know. We’d like to confirm what apps hang up the most via DM. We’ll look into this further there. https://t.co/GDrqU22YpT,third_party_app_issue
2081537,Tue Oct 10 00:06:57 +0000 2017,your willowbrook store is the worst. Waiting for 5 hours after they told me 3 &amp; told me they would be ready for me at 7:15,"That’s not the experience we want you to have. Send us more details about it in DM, and we’ll continue there. https://t.co/GDrqU22YpT",general_complaint_vague
2565799,Thu Nov 16 18:48:27 +0000 2017,"care to explain why, when I said ""pick up from store"" you instead shipped it to an address an hour away she won't let me cancel? Way to fuck up",Thanks for reaching out to us. We'd like to look into what happened. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,purchase_billing
801054,Thu Oct 12 15:59:29 +0000 2017,Yes it happens with Live Photos as well. And yes it was the same after a restart.,Send us a DM and let us know what version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT,software_issue
1706747,Tue Oct 17 17:37:01 +0000 2017,iOS 11 de TJK mobil tv uygulamasını açmıyor,We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,third_party_app_issue
2952379,Wed Nov 29 18:05:36 +0000 2017,"Just FYI, I’ve received 10 robocalls since yesterday, which claim my Apple account has been compromised. Caller ID reads “Apple Computer”. I’ve saved the audio recording if you want it.","That'll be great, thank you. Use the information in this article to block that phone number, and to send that recording to us in an email: https://t.co/NPfL8Ad0w0",account_data_issue
704146,Fri Oct 06 02:51:54 +0000 2017,I keep getting the same error in Swift Playgrounds 🙁 https://t.co/1RMRjh0sr7,We're here to help you get pointed to the right direction. You can contact our Developer team here: https://t.co/LIrs0dB6kH,software_issue
1764452,Wed Nov 08 20:54:01 +0000 2017,"I have sent through DM’s, thanks",We just got your DM about this same issue. We'll be able to respond to your DM and work with you there from here on out.,no_actionable_content
1852082,Thu Oct 19 01:06:30 +0000 2017,Help! I’m going into work and I need my iPad Pencil and iPad Pro but my Apple Pencil isn’t turning on!,Let's check it out. Has the Pencil been charged using the steps here: https://t.co/QijwTlQ8HO We can continue in DM. https://t.co/GDrqU22YpT,hardware_issue
2058410,Sat Oct 07 03:44:51 +0000 2017,"Dear and you didn't test iOS updates before you release them? The iOS 11.0.2 is really terrible, you have to fix it! 🤥",Thanks for reaching out to us. Can you please clarify the technical issue that you are having specifically? DM us details. https://t.co/GDrqU22YpT,software_issue
1833833,Wed Oct 18 13:15:15 +0000 2017,your itunes application is a piece of trash. Wiped my music when plugged in to charge ipod. From iPod and itunes library,"We'll be happy to see how we can help with this. Send us a DM with more information, and we'll go from there. https://t.co/GDrqU22YpT",software_issue
761907,Wed Oct 11 20:52:33 +0000 2017,The one app i’m 100% certain about having this issue is Whatsapp.,"What if you disable notifications for WhatsApp, then turn them back on? Our website here has more info: https://t.co/2txgOv5s2M",third_party_app_issue
1124387,Sat Oct 14 14:05:31 +0000 2017,is this real ?! https://t.co/iOovuG7jCH,"Rest assured, this message is not authentic. Here's a guide to help identify phishing attempts: https://t.co/sayPykspsk",third_party_app_issue
2076102,Tue Oct 10 12:53:00 +0000 2017,IOS 11 has ruined battery life on IPhones! Fix this 💩❗️,We want to be sure you get the most out of your iPhone's battery. We can help! DM us and let us know which iPhone you're using. https://t.co/GDrqU22YpT,software_issue
1055481,Sat Oct 14 21:10:55 +0000 2017,and my screen keeps freezing! WTF not very happy!!,Let's work together on this issues in Direct Message: https://t.co/GDrqU22YpT,software_issue
2519498,Thu Nov 16 00:45:00 +0000 2017,Como puedo eliminar este espacio Ocupado por “Sistema”? Son mas de 10GB.... Gracias!,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,how_to_question
2207715,Fri Nov 10 02:13:33 +0000 2017,My phone shouldn’t be running this slow and one of y’all going to fix it or I’m switching companies,"We understand wanting to get this issue taken care of. We certainly want your phone running as smoothly as possible. To get started, which device and software version are you using? Does this happen while performing a particular task on your phone?",software_issue
2117824,Wed Nov 08 14:32:00 +0000 2017,"ALSO WHEN ARE YOU GONNA FIX THE BUG WITH THE LETTER I️, IT HAS BEEN DAYS https://t.co/HysnOs7gk3",Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_issue
867495,Fri Oct 20 18:05:01 +0000 2017,Wtf https://t.co/dZzSZWJF3w,Does the keyboard appear on every screen? DM us using the link below. We'll work from there. https://t.co/GDrqU22YpT,software_issue
2276654,Fri Nov 10 16:21:00 +0000 2017,Yes updated,"Perfect, thank you for letting us know. Did this resolve the issue for you?",no_actionable_content
46577,Wed Nov 01 16:54:00 +0000 2017,My phone died at 10:30am this morning. I woke up at 6:30am with a full charge. Literally wtf,We want to help. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT,hardware_issue
1516119,Sat Nov 04 01:15:00 +0000 2017,They’re working right now,We’re glad to hear it. Feel free to reach back out if you need further support. Take care!,no_actionable_content
2862145,Mon Nov 27 23:56:01 +0000 2017,There is no sign out option,Thanks for checking. Let's look into this further over in Direct Message. https://t.co/GDrqU22YpT,software_issue
2949529,Wed Nov 29 16:52:28 +0000 2017,My account has been hacked and has been compromised and the shortage has been documented. Please compensate and investigate the problem you have been exposed to --------------- #loudstar #Apple #AppStore https://t.co/KKya4RdReA,We'd be happy to look into this with you. Please DM us so we can gather further details. https://t.co/GDrqU22YpT,account_data_issue
1697419,Mon Nov 06 23:39:45 +0000 2017,why does my 7 plus take so long to charge,We'd be happy to help. Send us a DM with a few more details and we can start there. https://t.co/GDrqU22YpT,hardware_issue
1900006,Wed Oct 18 15:12:01 +0000 2017,iPhone6 with iOS 11.0.3. Carrier is Airtel,Does the device show it is connected to the cellular connection?,no_actionable_content
2347125,Mon Nov 13 17:19:34 +0000 2017,"The payment method I use is debit card, and it has been working fine up until I updated today. All the details and such are correct, do I need to have money available for it to work? Even if I’m not purchasing anything at this time?","That's a great question. If you change your payment method to a credit card, the iTunes Store places a temporary authorization hold on your credit card to verify your updated account information. You can learn more here: https://t.co/Y0YoIRcZa7",purchase_billing
2519362,Thu Nov 16 01:02:30 +0000 2017,why is my phone not letting my call anyone wtf,"Let's look into that. Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT",software_issue
937438,Sat Oct 21 18:27:34 +0000 2017,2/2 had passwords saved in a now unusable app so I’ll have to reset everything. New phone in Dec. Samsung!!!!!!!,"Before erasing your device, have you been able to work through the steps here? https://t.co/fUZ0NRJxcn",account_data_issue
1062381,Sat Oct 14 22:17:29 +0000 2017,https://t.co/JioHn8xSE8,"Please DM us and let's check a few things together, if you have her iPhone there and available. https://t.co/GDrqU22YpT",no_actionable_content
455071,Thu Nov 30 23:20:51 +0000 2017,I cant access to imessage in an iPad. I have a new apple ID. what's wrong?,"Let us help you get this sorted out. Is this a new iPad, or did you just change Apple ID's?",account_data_issue
2066428,Sun Oct 08 04:39:53 +0000 2017,am I supposed to be experincing glitches with the new ios update?,Meet us in DM and let us know what you're seeing or experiencing so we can work together to help with that. https://t.co/GDrqU22YpT,general_complaint_vague
2948209,Wed Nov 29 16:40:32 +0000 2017,What the heck again ? I still have 28GB of iCloud https://t.co/qqJlj8yqnO,Thanks for reaching out. DM the country or region where you are currently located so we can help. https://t.co/GDrqU22YpT,account_data_issue
2116269,Wed Nov 08 14:00:00 +0000 2017,Oh so we still fuckin wit the boxes and question marks huh you’re called an I️ phone for Christ’s sake. Wassup wit yo I️ button??,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_issue
2207456,Fri Nov 10 02:37:57 +0000 2017,So when will we be able to trade in damaged earphones for new ones like phone chargers?????? #srsquestion,We'd be glad to assist. What's happening with your earphones?,purchase_billing
1785459,Wed Oct 11 14:08:00 +0000 2017,iOS 11 make ipad run slow.,"Slow performance is certainly no fun, and rest assured you are in the right place to get some help. DM us to get started. https://t.co/GDrqU22YpT",software_issue
1710059,Tue Nov 07 01:15:05 +0000 2017,"that square and question mark shit blowin’ minds now, how you fix that?",Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_issue
36656,Wed Nov 01 14:03:31 +0000 2017,"I’m starting to get frustrated with the iPhone lightening port, I’ve cleaned it , I’ve tried different wires",Let's get you back up &amp; running! Can you let us know which type of iPhone you're using &amp; what exactly is happening with that port?,hardware_issue
1301904,Fri Oct 27 01:45:01 +0000 2017,both,"Okay, thanks. Please DM us and we'll continue there. https://t.co/GDrqU22YpT",no_actionable_content
