tweet_id,customer_tweet_id,created_at,customer_message,support_response
2306253,2306255,Mon Nov 13 00:17:00 +0000 2017,"I can't figure out why my MacBook Pro keeps creating these lovely images in place of video content. It happens on Twitter, Facebook and Instagram, but not on YouTube or when playing local video files. Happens in Chrome and Safari. https://t.co/mwNCdwMV2a",We’d like to get your MacBook Pro display working correctly. When did this start? Have you restarted since this began?
2595512,2595510,Fri Nov 17 04:39:26 +0000 2017,Its never specific to any app. Sometimes while #facebook at times while sending message on #Whatsapp. Sometime the phone is just inside my pocket and I discover it is apparently dead for about 10mins and even an hour in the last instance.,Did you have a chance to update to iOS 11.1.2? DM us and let us know if the issue continues after the latest update. https://t.co/GDrqU22YpT
2481794,2481792,Sun Oct 29 23:11:30 +0000 2017,Last week my Snapchat started it. Then Friday My YouTube &amp; now my Facebook.,Are all your apps up to date? You can check by going to the App Store &gt; Updates.
109762,109764,Thu Nov 23 18:01:25 +0000 2017,"Google Maps, Snapchat and Instagram gets hanged quite often. I am using the latest iOS update and have already done the diagnostic earlier on my phone, and yes this problem is happening frequently.",Understood! Let's try deleting and reinstalling those applications to see if the issues persist. Here's how: https://t.co/bNH7gNvF9e
2301932,2301933,Sun Nov 12 18:27:32 +0000 2017,"oh god! I really hate the new iOS 11 😥😥😥😥 i hate the lag in the apps (WhatsApp, Facebook, settings, PhotoApp, Camera, Instagram and the lockscreen) iOS 11.1.1 iPhone 7 Plus and is a new iPhone 😤☹️",We want to look into what's causing the lag you're seeing. DM us some more detail about it and we'll continue working there. https://t.co/GDrqU22YpT
2304007,612970,Sun Nov 12 19:53:38 +0000 2017,Hello i have IPhone 6 32 GB IOS 11 Having Issue With Posts in Facebook / Instagram / Twitter App Some Post Have Large Padding With Blank Space Please Check Attached Image Thanks. https://t.co/hAL3w6UaXm,"We're happy to do everything we can to help. To start, can you tell us which iOS 11 version you're using? If you haven't updated to iOS 11.1.1, we'd recommend creating a backup and updating to see if this helps. Here's how: https://t.co/ahjigcvFRG"
2324576,2324577,Tue Oct 31 00:32:00 +0000 2017,"yes - iMessages lag when typing, all my apps lag to open &amp; apps that use video snap chat, Facebook, Instagram &amp; Snapchat kill every time💀💀",Are you using iOS 11.0.3? Let us know in Direct Message where we’ll continue from there. https://t.co/GDrqU22YpT
2505058,2505056,Wed Nov 15 22:24:28 +0000 2017,"If I've played any video at all, or received audio from a different source, the media buttons don't re-connect to iTunes/Spotify. They try and control whatever was playing last, even if the tab was closed. (YouTube, Facebook, Twitter, etc.)",Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
2319705,2319703,Fri Oct 20 00:02:28 +0000 2017,"Mostly my main apps such as whatsapp, line, twitter, instagram, facebook, etc",Reinstalling these apps can fix many issues. Let’s try doing that step: https://t.co/fUZ0NRJxcn
304044,304046,Fri Oct 06 22:41:51 +0000 2017,"Fb, whatsapp, fb messenger, google maps, it’s not app specific. The system became sluggish after the update to iOS 11",Thanks for following up. Send us a DM so we can continue to work with you there. https://t.co/GDrqU22YpT
2798421,2798422,Tue Nov 21 23:06:15 +0000 2017,"Why is everything going thru Safari instead of opening the correct app? ex. Spotify, YouTube, etc. Do I need to delete and reinstall all these apps? Please help. iPhone 5s Ver. 11.1.1","We'd be happy to look into this with you! To start, when did you first notice this behavior? Does this occur only when using the Twitter app or all apps?"
344395,344393,Sun Oct 08 15:36:36 +0000 2017,"Facebook keeps freezing so I have to delete and reinstall, battery is awful, whatsapp plays up, apps keep freezing etc etc...",Let's tackle this together. Here's a link to DM us. https://t.co/GDrqU22YpT
2892093,2892095,Tue Nov 28 14:52:29 +0000 2017,How is the App Store search so utterly broken? I have to Google a game and use the direct link because even using the exact name doesn’t return the app as it should... https://t.co/tvwquC33Ry,"Let's look in to this together. Which iOS version is installed on your iPhone? Also, which country are you located in currently?"
11640,11638,Wed Nov 01 16:30:55 +0000 2017,"It only happens when I close WhatsApp, doesn’t happen with any other app. I run iOS11.0.3 https://t.co/TraFhnSo3i",How are you closing the App? https://t.co/GDrqU22YpT
11642,11641,Thu Nov 02 00:23:26 +0000 2017,"Like this. Open the Multitasking screen, swiping up on the WhatsApp app to close it; as seen in the video. https://t.co/yeOErcAbIz","Meet us in DM with a screenshot of what shows in Settings &gt; Notifications &gt; WhatsApp, please. https://t.co/GDrqU22YpT"
2950969,2950968,Wed Nov 29 22:56:00 +0000 2017,It is happening through the receiver as well. Also it does it in any app such as YouTube etc,OK. Share with us in DM if this continues when using headphones with your iPhone. https://t.co/GDrqU22YpT
589509,589507,Sun Dec 03 17:26:30 +0000 2017,"When using Google Map, the bottom banner is in the same space as App Swith. https://t.co/xG0ulV22qA","Thank you for the screenshots. To clarify, is this only occurring when using Google Maps or are you having issues within other applications as well? DM us and let us know. https://t.co/GDrqU22YpT"
584798,584800,Sun Dec 03 14:19:48 +0000 2017,Turns out I can’t even go on google maps or Instagram without my phone freezing... what’s that about ?,We want to make sure your iPhone is working great and we're happy to help. What is the iOS version you're currently using? This is located in Settings &gt; General &gt; About. Does this issue only occur with the two apps mentioned?
566816,566814,Sun Dec 03 01:45:00 +0000 2017,I’ve got my phone plugged into my computer and trying to get my photos from the photos app to iTunes but there’s no option/I don’t really know how it’s done because google didn’t help me,DM us and we'll continue from there. What are you seeing when you go to your iPhone inside iTunes? https://t.co/GDrqU22YpT
567636,567634,Sun Dec 03 02:23:57 +0000 2017,"yes. all updates installed. did all known fixes/solutions but, no joy. did clean install also. The attached snippets were taken after clean install. no third party app has been installed yet.","OK next we'll want to test another user account to see if the problem is user specific. You can use the steps here to create an account: https://t.co/xQbm9focdR Just use the ""Standard"" account type. Switch to that account and see if the Energy Saver doesn't work there."
553520,553518,Sat Dec 02 21:32:00 +0000 2017,"Those are the only keys that don't work, no matter what App I have open! I normally use them to play/pause/rewind Spotify but suddenly stopped working. It's a built in keyboard not wireless","In your Keyboard System Preferences is there a check in the box next to ""function keys as standard function keys?"""
2726014,2726015,Mon Nov 20 13:15:57 +0000 2017,"Please, this alert doesn’t tell me what I’m giving my password to or what for and it bothers me constantly. How am I supposed to know some third party app isn’t trying to scam me? https://t.co/qm5kVavhqt",Thanks for reaching out. DM which app you are in when you see this message appear to get started. https://t.co/GDrqU22YpT
2729075,2729076,Mon Nov 20 14:48:43 +0000 2017,"Oh what have you done with iOS 11. Nothing works properly. Twitter, Facebook, calendar events, music app. So many bugs. How do I go back to 10.3.3 please?",We'd like to look into the issues that you've been experiencing. Join us in DM with the exact version of iOS 11 currently installed and more details. https://t.co/GDrqU22YpT
40536,40537,Wed Nov 01 15:20:00 +0000 2017,El bug de la app de Gmail no se va y molesto el globo de notificación y er que no hay correos sin leer!!!😡,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj
2691782,2691783,Sun Nov 19 16:55:56 +0000 2017,It would be great if you guys introduce gift cards or other payment methods like online banking or through third party apps like Paytm. Google has all of those methods mentioned above.I feel like lots of people wanting to buy stuffs but are unable due very limited payment options,"Hey there. We appreciate your insights. Let your voice be heard through Feedback. Each feedback submission is carefully reviewed, then forwarded to the appropriate team for further review. Click here to share your thoughts: https://t.co/eTPVYVFyd8"
2688141,2688142,Sun Nov 19 14:17:56 +0000 2017,please tell us you’re fixing the keyboard lag after updating to iOS 11. It’s just as bad as when you deleted the YouTube and google maps apps!,What type of device are you experiencing this issue on? Let us know via DM. We'll do everything we can to figure out the best path forward. https://t.co/GDrqU22YpT
2690762,2690761,Sun Nov 19 18:07:25 +0000 2017,"my wifi is ok. my friend has s7 edge and its all perfect him for him, i had s6 edge before wifi never disconnected. it only happens when i bought iphone.. also for volume it doesnt work on facebook "" messenger"" app.","Make sure all apps are up to date, and send us a DM. We'll continue there. https://t.co/GDrqU22YpT"
2899006,2899005,Tue Nov 28 18:22:36 +0000 2017,"I work with it. I use Music App, Spotify and a BT Speaker but this never happen bfore. Now, I use 2 Ext. Batteries to help the devices.",Understood. We understand how work devices can be very important. Let's continue to discuss this further together in a DM: https://t.co/GDrqU22YpT
2855282,2855283,Mon Nov 27 21:08:26 +0000 2017,haber cuando arregláis lo del giro para ver vídeos en YouTube... Desde la ultima actualización se me para la app.,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
2842010,2842011,Mon Nov 27 16:45:03 +0000 2017,"it works for me, but with the update it doesn't stay connected with itunes. if i am on facebook it works for an alarm sound on facebook. if i surf on youtube, it works for youtube. i dont want this, how can i change it?",We can help look into any changes or issues you are seeing. Reach out to us in DM and let us know a bit more about what is happening and we will help. https://t.co/GDrqU22YpT
2834374,2834372,Mon Nov 27 15:43:00 +0000 2017,"thank you for your quick answer , i am running ios 11.1.2 , it happens in every app ( call , youtube ... ) , i already restored it but it didn't change anything :/","Thank you for that information. When you restored the device, did you test it as a brand new device with no previous data restored?"
2837236,2837238,Mon Nov 27 15:19:29 +0000 2017,"I recently had the Apple Music app in a folder with Spotify. When I deleted Spotify, I tried to move Apple Music out of the folder, but then Apple Music disappeared as well for some reason. How do I get the Apple Music icon back onto my screen?","Let's look into this together. Send us a DM with your current iOS version, and we'll continue there. https://t.co/GDrqU22YpT"
2373254,2373255,Tue Nov 14 00:56:54 +0000 2017,Rarg. How do I iOS stop suspending Google photos in the background so that when I go to check my computer everything from the last few days is missing until I open the app again on my iPad.,"We want to ensure the best support is provided for any issues you're having. If we understand correctly, you're having issues with the Google Photos application on your iPhone and Mac, not syncing content correctly? Let us know in more detail within a DM. https://t.co/GDrqU22YpT"
2363156,2363154,Mon Nov 13 22:42:25 +0000 2017,"Thank you. It happened in the Mac Mail app. Also happened in web based mail. Not sure if it is Apple or Gmail issue, but did happen in alignment to updating OS software.","We appreciate the clarification. Since the emails are also missing when checking from a web browser, send us a DM and we'll look into the best next step. https://t.co/GDrqU22YpT"
2367858,2367859,Mon Nov 13 23:14:00 +0000 2017,"I noticed a malfunction in the latest version of iOS: when I’m listening a song on spotify or any other media player, the device suddenly stop the playing music and quit the app.","Hi there! Sorry to hear you're having issues with your music! Could you tell us which apps, specifically are doing this? Also your specific iOS version? Let us know in a DM. https://t.co/GDrqU22YpT"
2367860,2341880,Mon Nov 13 23:13:29 +0000 2017,"Not just iPhoneX. My iPhone 7 Plus gps no longer working correctly. Map thinks I am 200 feet behind where I really am, so I miss every turn. It's not an app problem, but iOS problem, effects Apple Maps, Google Maps, and Waze the same.",We want you to be able to get where you're going easily when using navigation on your iPhone. Let us know what app or apps you've tried in DM. We'll work together to find the best solution from there. https://t.co/GDrqU22YpT
2500963,2500962,Wed Nov 15 22:32:31 +0000 2017,"No I cant, when i used the camera in whats app or instagram isnt available and my iphone turn off or the imagen is in color black","Thank you for verifying that it’s not working in other apps. Please follow these steps to restart your iPhone: https://t.co/OWRDHWSt4h Once restarted, test out the apps again, and DM us the results. https://t.co/GDrqU22YpT"
2493811,2493809,Wed Nov 15 19:10:00 +0000 2017,On other posts. I see it mostly on twitter and Instagram and sometimes Facebook.,"Thank you. If you are seeing the issue in other posts, this would indicate that they need to update and there is not issue with your device. It is a keyboard issue."
2493886,2493887,Wed Nov 15 18:29:01 +0000 2017,"after trying to update my phone, my iphone won’t stop freezing so now i can’t watch youtube, netflix nor can i shapchat. galaxy note8 here i come!","We’d love to help with the performance of your iPhone. To start, please send us a DM confirming which iPhone and exact software version you’re using. https://t.co/GDrqU22YpT"
2499367,2499368,Wed Nov 15 18:49:43 +0000 2017,My iPhoneX instagram app sucks a big donkey dong. FIX IT.,We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?
2488745,2488746,Wed Nov 15 16:48:32 +0000 2017,YouTube app sucks right now. Always crashing. Please fix it,We are here to help. Which iOS version is your device using? Take a look at this link for more help: https://t.co/fUZ0NRJxcn
301130,301128,Fri Oct 06 23:28:25 +0000 2017,iPhone 5s and an iPhone 6s both with iOS 11. It freezes if I use 2 apps at once e.g. Facebook and music or messenger and Snapchat. Thank you,Thanks for providing that information. Are both devices on iOS 11.0.2? DM us your answer and we'll continue from there: https://t.co/GDrqU22YpT
295924,295923,Sat Oct 07 01:38:28 +0000 2017,Apps like Instagram will close out for no reason. If I’m listening to podcast app and am looking at something in my browser. It will stop,"We'd like to help. So we can look into this with you, can you please message us in DM? https://t.co/GDrqU22YpT"
282837,282835,Fri Oct 06 19:03:32 +0000 2017,"It also happens with Google Chrome. With Puffin browser it fails to download to Dropbox, Google Drive, and local storage.",Thanks for this information. Let's continue via DM from here: https://t.co/GDrqU22YpT
2974495,2974493,Thu Nov 30 03:22:00 +0000 2017,"Within the App Store application. Clicked within an App ‘write a review’, then got redirected to ITunes?/App Store, wrote a review, provided a nick name and the ‘send’ won’t work at all. Same problem reported here. https://t.co/ekKhnXYmqa",Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT
8319,8320,Sun Nov 05 19:03:30 +0000 2017,iOS 11.1 should never been released. So many bugs. The statusbar randomly disappears in Facebook app,We'd like to look into the trouble you're having. Does this only occur in the Facebook app?
2987499,2987501,Wed Nov 22 01:02:29 +0000 2017,"anyone having issues with #osx #HighSierra and #Slack, #zoom or Multiple monitors? Getting major lag. #DevLife","We're happy to help out with your concerns. To begin, have you made sure that all apps are up-to-date via the App Store &gt; Updates tab? Does the slower performance happen with a specific pattern? Send us a DM and we'll work on this together. https://t.co/GDrqU22YpT"
